nome;genero
The Scaffold;{Comedy rock|Music hall}
The Scaramanga Six;{Art rock|Alternative rock|Rockabilly}
The Scare;NULL
The Scarlet Ending;Indie rock
The Scarred;Garage punk
The Scavengers;{Punk rock|Rock music}
The Scene Aesthetic;{Folk music|Indie pop|Country pop|Acoustic music}
The Scene Is Now;NULL
The Scenics;{Punk rock|Art rock}
The Schizo's;Punk rock
The School (British band);Pop music
The School (Norwegian band);{Indie rock|Post-punk revival}
The Science Group;{Avant-garde jazz|Experimental rock|Contemporary classical music}
The Scientists;{Alternative rock|Power pop|Swamp pop|Punk blues|Post-punk}
The Scientists of Modern Music;{Electronica|Electronic rock}
The Scissor Girls;{No wave|Noise rock|Experimental rock}
The Scofflaws;Ska
The Score (band);{Pop music|Indie pop}
The Scorseses;{Rock music|Progressive rock}
The Scottsville Squirrel Barkers;Bluegrass music
The Scourger;Thrash metal
The Scream (band);{Hard rock|Blues rock}
The Screamers;{Punk rock|Electropunk}
The Screaming Blue Messiahs;{Blues|Punk rock|Rock and roll|Rhythm and blues|Rockabilly|Blues rock}
The Screaming Jets;{Hard rock|Pub rock (Australia)}
The Screaming Tribesmen;{Punk rock|Hard rock|Indie rock|Garage rock}
The Script;{Alternative rock|Soft rock|Pop rock|Contemporary R&B}
The Scruffs;Power pop
The Scuzzies;NULL
The Sea Nymphs (band);NULL
The Sea Urchins;Indie pop
The Sea and Cake;{Post-rock|Indie rock|Jazz}
The Seabellies;{Indie rock|Alternative rock|Experimental rock}
The Seahorses;{Progressive rock|Indie rock|Alternative rock}
The Seal Cub Clubbing Club;{Indie rock|Post-punk revival}
The Seamus;{Progressive rock|Post-rock|Indie rock}
The Sean J. Kennedy Quartet;NULL
The Searchers (band);{Pop music|Rock music|Beat music|British rock and roll}
The Second Grace;Indie folk
The Second from Exile;NULL
The Secret Goldfish;Alternative rock
The Secret Handshake;{Electronica|Electropop|Blue-eyed soul|Electronic rock}
The Secret History (band);{New wave music|Pop music|Rock music|Indie rock|Alternative rock}
The Secret Sisters;Americana
The Secretions;{Punk rock|Pop punk}
The Section Quartet;{Pop music|Rock music|Classical music}
The SeeYa;{Rhythm and blues|Ballad|K-pop}
The Seeds;{Psychedelic rock|Garage rock|Acid rock|Proto-punk}
The Seekers;{Folk music|Pop music|Easy listening}
The Seers;{Psychedelic rock|Garage rock|Alternative rock}
The Seldom Scene;{Country music|Bluegrass music|Progressive bluegrass}
The Seldon Plan;{Indie rock|Indie pop}
The Selecter;Ska
The Selmanaires;Indie rock
The Semantics;{Power pop|Pop rock}
The Send;{Christian rock|Alternative rock}
The Sentimentalists;NULL
The September When;{Pop music|Rock music}
The Sequence;{Funk|Old-school hip hop}
The Serendipity Singers;Folk music
The Serenes;{Alternative rock|Jangle pop}
The Servant (band);{Indie rock|Alternative rock|Indie pop}
The Servants;{Art rock|Indie rock}
The Sessions (band);{New wave music|Indie rock|Electro (music)|Dance-punk}
The Seven Mile Journey;{Post-rock|Classical period (music)|Instrumental}
The Severin Sisters;NULL
The Sexual Side Effects;{Glam rock|Alternative rock|Post-punk revival}
The Shackeltons;{Indie rock|Post-industrial music|Post-punk revival}
The Shadow Project;{Post-rock|Electronica}
The Shadowboxers;NULL
The Shadows;Instrumental rock
The Shadows (Nepalese band);{Rock and roll|Hard rock|Blues rock}
The Shadows of Knight;{Garage rock|Blues rock}
The Shady Brothers;Pop music
The Shag;{Psychedelic rock|Garage rock}
The Shaggs;{Outsider music|Garage rock|Proto-punk}
The Shags (Connecticut band);{Garage rock|Psychedelic music}
The Shakin' Pyramids;{Rock and roll|Rockabilly}
The Shaky Hands;{Indie rock|Folk rock|Jangle pop}
The Shambles (band);Power pop
The Shamen;{House music|Electronica|Alternative rock|Acid house|Techno|Alternative dance}
The Shames;{Rock and roll|Garage rock|Proto-punk}
The Shamrock (band);{Celtic music|Slavic mythology}
The Shanes;Rock music
The Shangri-Las;Pop music
The Shaolin Afronauts;{Afrobeat|Funk|Jazz}
The Shape Shifters;Alternative hip hop
The Shapes (British band);{Punk rock|Punk pathetique}
The Shapeshifters;{House music|Dance-pop|Techno}
The Sharks;NULL
The Sharp;Rock music
The Sharp Things;{Pop music|Rock music|Soul music}
The Shaun Murphy Band;{Rock music|Blue-eyed soul}
The Sheepdogs;{Rock music|Southern rock|Blues rock|Boogie rock|Retro style}
The Sheer;{Pop music|Rock music|Pop rock}
The Sheila Divine;{Indie rock|Shoegazing|Post-punk}
The Shell;{Indie rock|Alternative rock}
The Shermans;{Pop music|Indie rock|Alternative rock}
The Shin;{Jazz fusion|Jazz|Ethno-Jazz_music|Ibero_caucasian_style}
The Shining (band);Alternative rock
The Shins;{Indie rock|Alternative rock|Folk rock|Surf music|Dream pop|Indie pop}
The Shiny Brights;{Rock music|Independent music}
The Shirelles;{Pop music|Rock and roll|Rhythm and blues|Soul music|Doo-wop}
The Shires (duo);Country music
The Shivers (Austin Texas);Alternative country
The Shivers (New York City);{Folk music|Rock music|Soul music}
The Shizit;{Drum and bass|Digital hardcore|Industrial metal|Post-hardcore|Electronic music}
The Shocker (band);Punk rock
The Shods;{Punk rock|Power pop}
The Shoeflies;Rock music
The Shooters;NULL
The Shop Assistants;Indie pop
The Shoppe;Country music
The Shorts;{Country music|Pop music}
The Shortwave Set;{Alternative rock|Psychedelic music}
The Show Is the Rainbow;{Electronica|Indie rock|Rap rock|Lo-fi music|Electronic rock|Hip hop music|Alternative dance}
The Showdown (band);{Viking metal|Thrash metal|Southern rock|Christian metal|Melodic death metal|Metalcore|Groove metal}
The Showstoppers;{Rhythm and blues|Soul music}
The Shreds;{Rock music|Indie rock}
The Shrubs;{Rock music|Post-punk}
The Shuffle Demons;{Pop music|Jazz rap|Jazz fusion}
The Shy Guys (Oak Park band);{Garage rock|Folk rock}
The Shys;{Rock music|Indie rock|Garage rock|Alternative rock}
The Sidewinders;{Alternative rock|Palm Desert Scene|Modern rock}
The Sight Below;{Intelligent dance music|Shoegazing|Electronic music}
The Sign (band);Rock
The Silence and the Serenity;{Death metal|Metalcore|Deathcore}
The Silencers (band);{Rock music|Celtic rock}
The Silent Comedy;{Blues|Folk music|Americana (music)}
The Silent League;{Post-rock|Baroque pop|Independent music}
The Silent Wedding;{Heavy metal music|Progressive metal|Hard rock|Power metal}
The Silents;{Psychedelic rock|Alternative rock}
The Silly Pillows;{Power pop|Indie pop|Lo-fi music}
The Silos;Rock music
The Silver Heart Club;NULL
The Silver Seas;NULL
The Silver Shine;{Punk rock|Rock and roll|Psychobilly}
The Silvertones;{Reggae|Ska|Rocksteady}
The Similou;Electronic music
The Simms Brothers Band;{Funk|Rock music|Rhythm and blues|Jazz}
The Simon Sisters;{Folk music|Children's music}
The Sinceros;{New wave music|Power pop}
The Singapore Slingers;NULL
The Singing Kettle;{Folk music|Comedy music|Children's song}
The Singing Senators;Barbershop music
The Sinking Citizenship;{Art rock|Indie rock|Pop punk}
The Sins of Thy Beloved;{Gothic metal|Death-doom}
The Siren Six!;{Ska|Alternative rock}
The Siren Tower;{Country music|Folk music|Rock music}
The Sissies;Pop punk
The Sisterhood;{Gothic rock|Post-punk}
The Sisters of Mercy;{Gothic rock|Post-punk}
The Six Parts Seven;Post-rock
The Sixteen;NULL
The Sixth Generation (band);{Rock and roll|Garage rock|Soft rock|Adult contemporary music}
The Skabilly Rebels;{Ska|Rockabilly|Ska punk}
The Skatalites;{Reggae|Ska|Rocksteady|Ska jazz}
The Sketchbook;Alternative rock
The Skies Revolt;{Christian rock|Indie rock}
The Skinny Boys;Hip hop music
The Skints;{Punk rock|Reggae|Ska|Dub music|Reggae fusion|Hip hop music}
The Skitzos;Punk rock
The Skoidats;NULL
The Skull (band);{Heavy metal music|Doom metal}
The Skulls (American band);Punk rock
The Skulls (Canadian band);{Punk rock|Hardcore punk}
The Skunks (ska band);{Ska|Ska punk}
The Sky Kings;Country music
The Skylarks;Alternative rock
The Skyliners;Doo-wop
The Skys;{Progressive rock|Hard rock|Alternative rock}
The Slackers;Ska
The Slants;{Rock music|Synthpop|Electroclash|Dance music}
The Sledge/Leather Project;Heavy metal music
The Sleep-ins;Indie rock
The Sleepers (Chicago band);{Rock and roll|Southern rock|Blues rock}
The Sleepers (San Francisco band);{Punk rock|Rock music|Post-rock}
The Sleeping;Post-hardcore
The Sleeping Years;Indie folk
The Sleepy Jackson;{Alternative rock|Power pop|Baroque pop}
The Slew;NULL
The Slickee Boys;{New wave music|Punk rock|Psychedelic rock|Rock music|Garage rock}
The Slip (band);{Indie rock|Jazz fusion|Avant-garde}
The Slips;Electronic dance music
The Slits;{Punk rock|Dub music|Post-punk|Experimental rock}
The Slugs;NULL
The Small Knives;Indie rock
The Smalls;{Heavy metal music|Hardcore punk}
The SmashUp;{Punk rock|Post-hardcore}
The Smashing Pumpkins;Alternative rock
The Smeezingtons;{Pop music|Contemporary R&B}
The Smirks;{New wave music|Punk rock|Power pop}
The Smith Street Band;{Punk rock|Pub rock (United Kingdom)|Pop punk|Folk punk}
The Smithereens;{Hard rock|Alternative rock|Power pop|College rock}
The Smiths;{Alternative rock|Indie pop}
The Smoke (English band);{Psychedelic rock|Psychedelic pop|Freakbeat}
The Smokering (band);NULL
The Smoking Flowers;{Rock music|Americana (music)}
The Smugglers (band);{Indie rock|Garage rock|Pop punk}
The Smyrk;Alternative rock
The Snake the Cross the Crown;{Indie rock|Alternative rock|Alternative country|Americana (music)}
The Snakes (band);{Hard rock|Blues rock}
The Sneetches (band);{Power pop|Indie pop}
The Snivelling Shits;Punk rock
The Snotrockets;Punk rock
The Snow (band);NULL
The Snowdroppers;NULL
The So So Glos;{Punk rock|Indie rock}
The Social Icons;{Power pop|Surf music|Indie pop|Mod (subculture)}
The Society of Orpheus and Bacchus;{Barbershop music|Comedy music|A cappella|Choir}
The Soft Boys;{Neo-psychedelia|Post-punk}
The Soft Moon;{Electronic body music|Dark wave|Noise rock|Post-punk}
The Soft Pack;{Indie rock|Garage rock|Post-punk revival}
The Soft Pink Truth;{Microhouse|Techno|Electronic music}
The Softies;{Pop music|Indie pop}
The Soil;A cappella
The Soil Bleeds Black;Neo-Medieval music
The Soldier Thread;{Alternative rock|Indie pop}
The Soldiers;NULL
The Solids;{Alternative rock|Power pop}
The Solitaires;Doo-wop
The Solution (band);{Rock music|Soul music|Blue-eyed soul|Southern soul|Soul blues}
The Someloves;Alternative rock
The Song Spinners;NULL
The Sonics;{Rock and roll|Hard rock|Garage rock|Proto-punk|Blues rock}
The Sons (band);{Pop music|Britpop|Alternative rock|Pop rock}
The Sons of Adam;{Rock and roll|Hard rock|Garage rock|Surf music|Proto-punk}
The Sorrow;{Melodic death metal|Metalcore}
The Sorry Kisses;{Indie rock|Alternative rock}
The Sorts;Instrumental
The Soto Koto Band;South African jazz
The Soul Children;{Disco|Soul music}
The Soul Clan;{Rhythm and blues|Soul music}
The Soul Rebels;{Funk|Rhythm and blues|Soul music|Hip hop music|Jazz|Brass band}
The Soul Seekers;Gospel music
The Soul Stirrers;Gospel music
The Soul Survivors;Rhythm and blues
The Soul Survivors (Denver Band);{Psychedelic rock|Garage rock|Folk rock}
The Soul of John Black;{Blues|Rock music|Soul music}
The Soulful Strings;{Funk|Psychedelic rock|Soul jazz}
The Souljazz Orchestra;{Folk music|Funk|Latin}
The Soulless;Metalcore
The Soulmen;NULL
The Soultronics;{Funk|Soul music|Neo soul|Contemporary R&B}
The Sound (band);Post-punk
The Sound of Animals Fighting;{Art rock|Progressive rock|Ambient music|Math rock|Post-hardcore|Experimental rock}
The Sound of Arrows;{Synthpop|Dream pop|Indie pop}
The Sound of Hush;Pop music
The Sounds;{New wave music|Indie rock|Post-punk revival}
The Soundtrack of Our Lives;{Alternative rock|Neo-psychedelia}
The Soup Dragons;{Alternative rock|Indie pop|Baggy|Alternative dance}
The Sour Notes;{Indie rock|Dream pop}
The Source (band);NULL
The Southern Blacklist;{Death metal|Groove metal}
The Southern Gothic;{Country music|Southern rock}
The Southland (band);{Rock music|Indie rock|College rock|Roots rock}
The Soviettes;Punk rock
The Space Lady;NULL
The Sparkles;Garage rock
The Sparrows (band);Rock and roll
The Spasm Band;{Funk|Rock music|Jazz|Caribbean}
The Spats;NULL
The Spazmatics;NULL
The Speaks;{Alternative rock|Pinoy rock|Pop rock}
The Special Consensus;NULL
The Special Goodness;Alternative rock
The Special Purpose;NULL
The Specials;{New wave music|Punk rock|Ska|2 Tone (music genre)}
The Specs;{New wave music|Pop music|Cover band}
The Speedies;Power pop
The Spektors;{Pop music|Rock music|Beat music}
The Spencer Davis Group;{Rock music|Beat music|Blue-eyed soul|British rhythm and blues}
The Spiders (American rock band);{Rock and roll|Garage rock|Proto-punk}
The Spiders (Japanese band);{Rock and roll|Rhythm and blues|Garage rock|Beat music|Group Sounds}
The Spiders from Mars;{Rock music|Glam rock|Hard rock}
The Spike Drivers;NULL
The Spikes;Rock music
The Spill Canvas;{Rock music|Alternative rock|Acoustic music}
The Spinanes;Indie rock
The Spindle Sect;{Nu metal|Rap metal|Alternative metal|Alternative hip hop}
The Spinners (American R&B group);{Rhythm and blues|Smooth soul}
The Spinners (UK band);Folk music of England
The Spinto Band;Indie rock
The Spiritual Harmonizers;{Rhythm and blues|Urban contemporary gospel|Christian music}
The Spitfire Boys;{New wave music|Punk rock}
The Spits;{Punk rock|Garage punk}
The Spizzwinks;NULL
The Split Squad;{Pop music|Rock and roll|Garage rock|Power pop|Blues rock|Underground music}
The Spokes;A cappella
The Spongetones;Power pop
The Spook School (band);{Pop punk|Indie pop}
The Spooks;Hip hop music
The Spooky Men's Chorale;Folk music
The Sports;{New wave music|Rock music}
The Spotnicks;{Instrumental rock|Space rock}
The Spring Standards;Folk rock
The Springfields;{Folk music|Pop music}
The Springs (band);Country music
The Spurs;Country music
The Squadronaires;{Big band|Jazz}
The Square (group);Grime music
The Square Set;{Psychedelic rock|Hard rock|Jazz fusion|Acid rock|Blues rock}
The Squires (Canadian band);{Rock music|Surf music}
The Squirrels;Alternative rock
The Stairs;{Indie rock|Alternative rock}
The Stalin;{Punk rock|Hardcore punk}
The Stalkers;Rock music
The Stampeders (band);Rock music
The Standells;{Garage rock|Proto-punk}
The Stands;Alternative rock
The Standstills;{Blues|Rock music|Alternative rock}
The Stanfields;{Punk rock|Folk rock}
The Stanley Brothers;{Bluegrass music|Gospel music}
The Staple Singers;{Blues|Funk|Pop music|Rhythm and blues|Soul music|Gospel music}
The Star Club;{Punk rock|Hardcore punk}
The Star Parade;{Rock music|Alternative rock}
The Star Spangles;{Punk rock|Rock music}
The Starfires;Garage rock
The Starfires (Cleveland band);Rock and roll
The Starjets;{Punk rock|Power pop}
The Starlings;Alternative rock
The Stars of Heaven;Indie pop
The Start (American band);Alternative rock
The Starting Line;{Emo|Pop punk}
The Statesmen Quartet;Southern gospel
The Static Age;{Indie rock|Alternative rock|Post-punk}
The Static Jacks;{Punk rock|Grunge|Indie rock}
The Statler Brothers;{Country music|Gospel music|Southern gospel|Vocal harmony}
The Staves;Folk rock
The Steal;{Hardcore punk|Melodic hardcore}
The SteelDrivers;Bluegrass music
The Steel Wheels;{Folk music|American folk music|Americana (music)}
The Steepwater Band;{Rock music|Blues rock}
The Steinettes;{Doo-wop|A cappella}
The Stellas;Country music
The Stems;Alternative rock
The Stepkids;{Funk|Psychedelic soul|Jazz}
The Stereo;{Rock and roll|Pop rock}
The Stereo Bus;NULL
The Stereotypes;{Contemporary R&B|Hip hop music|Dance music}
The Sterns;NULL
The Stetsons;NULL
The Steve McQueens;{Funk|Soul music|Jazz}
The Stick People;{Punk rock|Hard rock|Alternative rock}
The Stiffs (band);{Punk rock|Power pop|Pop punk}
The Stiletto Formal;{Progressive rock|Post-hardcore|Experimental rock}
The Still Tide;Indie rock
The Stillroven;{Psychedelic rock|Garage rock|Folk rock}
The Stills;{Indie rock|Post-punk revival}
The Stimulators (German Band);{Reggae|Ska|Indie rock|Latin jazz|Jazz}
The Stimulators (NYC band);{Punk rock|New York hardcore}
The Stingrays (Bristol band);New wave music
The Stitches;Punk rock
The Stolen Minks;{Indie rock|Garage rock}
The Stolen Sweets;{Swing music|Jazz}
The Stompers;Rock music
The Stone (band);Black metal
The Stone Coyotes;{Rock music|Country rock}
The Stone Foxes;{Rock and roll|Soul music|Hard rock|Blues rock}
The Stone Roses;{Alternative rock|Jangle pop}
The Stones (band);Rock music
The Stonewall Chorale;{Art music|Classical music|Great American Songbook}
The Stooges;{Punk rock|Hard rock|Garage rock|Proto-punk}
The Storm (American band);Hard rock
The Storm (Danish band);{Pop music|Rock music}
The Story (American band);Folk rock
The Story (UK band);{Folk rock|Psychedelic folk|Psychedelic pop|Progressive folk|Acoustic music}
The Story Changes;{Punk rock|Indie rock}
The Story So Far (band);Pop punk
The Storys;{Country rock|Acoustic music}
The Storyteller (band);Power metal
The Strange Boys;{Blues|Country rock|Indie rock|Garage rock|Southern rock}
The Strange Death of Liberal England (band);{Post-rock|Indie rock}
The Strange Familiar;Pop rock
The Strangelings;Folk music
The Strangeloves;NULL
The Strangers (American band);{Country music|Outlaw country|Bakersfield sound|Western (genre)}
The Strangers (Australian band);Rock music
The Stranglers;{New wave music|Punk rock|Art rock|Alternative rock|Post-punk}
The Strapping Fieldhands;Indie rock
